,txt,txt_en,is_seed,is_meta
1513,"Energia keskustelut ovat epäonnistuneet, sillä marginaalituottajat ovat mukana realsitisina vaihteoehtoina. Oikeita puuttuu.","Energy discussions have failed, because marginal producers are included as realistic alternatives. The right ones are missing.",0,0
1514,"Helsingissä, jossa on toimiva joukkoliikenne, on rajoitettava yksityisautoilua voimakkaasti jotta ilmastonmuutoksen torjuntaan tulee vauhtia","In Helsinki, which has functioning public transport, private cars must be severely restricted in order to speed up the fight against climate change",0,0
1515,"Venäjää tai maahanmuuttajia suurempi uhka suomalaisille ovat toiset suomalaiset, jotka haluavat purkaa hyvinvointivaltion.",A bigger threat to Finns than Russia or immigrants are other Finns who want to dismantle the welfare state.,0,0
1516,Uusien F-35-hävittäjälentokoneiden hankinta HX-hankkeessa on aivan samanlainen puhallus kuin Hornetien hankinta oli aikoinaan.,The acquisition of new F-35 fighter jets in the HX project is just as much a blow as the acquisition of Hornets was once.,0,0
1517,Puolustusvoimat voi salata kaiken sen mikä kertoisi heidän virheistään. Siten puolustusvoimilla on maan parhaat mahdollisuudet korruptoitua.,"The defense forces can hide everything that would tell about their mistakes. Thus, the defense forces have the country's best opportunities to become corrupt.",0,0
1518,"Ilmastonmuutoksen hillitsemiseksi kaikkien pitää luopua jostain, mutta eri ihmiset voivat luopua myös eri asioista.","In order to curb climate change, everyone has to give up something, but different people can also give up different things.",0,0
1519,Kun on turva Jumalassa  turvassa on paremmassa  . Kymmenen käskyä. Saatanan henki ajettava pois.,"When there is safety in God, safety is better. Ten Commandments. Satan's spirit to be cast out.",0,0
1520,Suomalaisten pitäisi tehdä enemmän lapsia,Finns should have more children,0,0
1521,ei puutu,not missing,0,0
1522,Uudet näkökulmat,New perspectives,0,0
1523,Uudistava,Innovative,0,0
1525,Keräilijä- metsästäjä kansa eli jo silloin kansalaispalkka todellisuudessa. Luonto = valtio jota voi hyödyntää oman tarpeen mukaan.,The gatherer-hunter nation already had a citizen's wage in reality. Nature = a state that can be used according to one's needs.,0,0
1526,"Jos lisäisimme avoimuutta, asiat olisivat paremmin","If we increased transparency, things would be better",0,0
1528,"Ihmisellä ei ole omaa rajaa mihinkään, ympäristö on ainut joka rajoittaa","A person does not have his own limit to anything, the environment is the only one that limits",0,0
1529,Kuulokkeiden käyttäminen liikkuessa on vaarallista,Using headphones while moving is dangerous,0,0
1530,"Nyky ihminen on prototyyppi, joka sinnittelee hengissä.","Today, man is a prototype that perseveres in life.",0,0
1531,Terveydenhuolto pitäisi yksityistää ja julkisen terveydenhuollon sijaan rakentaa kansallinen vakuutusjärjestelmä,"Health care should be privatized and instead of public health care, a national insurance system should be built",0,0
1532,"Työterveydenhuolto pitäisi kansallistaa ja asettaa verot tasolle, joka tukee julkista terveydenhuoltojärjestelmää",Occupational health care should be nationalized and taxes set at a level that supports the public health care system,0,0
1533,Ihmisen ainut  tehtävä on jatkaa sukua.,Man's only task is to continue the family.,0,0
1534,"Yhteiskunta kaikkiella muodostuu mantereista, valtioista, lääneistä, kaupungeista, asuma-alueista, kaduista, perheistä ja yksilöstä.","Society everywhere consists of continents, states, counties, cities, residential areas, streets, families and individuals.",0,0
1535,"Ihminen ei tarvitse koulutusta, vaan mahdollisuuden oppimiseen.","A person does not need education, but the opportunity to learn.",0,0
1536,"Nuori lähtee siitä mihin hänen vanhemmat ovat päässeet, erimielisyys ei ole kapinolntia, vaan uuden etsimistä.","A young person starts from where his parents have reached, disagreement is not rebellion, but a search for something new.",0,0
1537,"Nuori kokee toistuvasti uusia asioita, vanha tekee tietämättään viimeisen kerran tuttuja asioita.","The young repeatedly experiences new things, the old unknowingly does familiar things for the last time.",0,0
1538,Polttoaineen hintoja täytyy alentaa kaikki kustannukset nousee polttoaineen myötä on lopetettava turha höpötys ilmastomuutoksista,"Fuel prices must be lowered, all costs rise with the fuel, we must stop talking about climate change",0,0
1539,Suomalaisten historiallinen henkinen taakka syvä-demokratian kehittyessä on olla joko „ autoritäärinen komentaja“ tai „alistuva alamainen“,"The historical mental burden of Finns in the development of deep democracy is to be either an ""authoritarian commander"" or a ""submissive subject"".",0,0
1540,Suomessa pitäisi ottaa käyttöön pisteytys maahanmuuttajille Kanadan ja Australian tapaan,"In Finland, points should be introduced for immigrants, similar to Canada and Australia",0,0
1541,Liikaa kehitetään pääkaupunkiseudun asukkaiden ehdoilla.,Liika is developed on the terms of the residents of the capital region.,0,0
1542,Pienelkeläiset ovat huonossa asemas,The people of Pienel are in a bad position,0,0
1543,Tuo esiin uusia näkemyksiä ja kokemuksia ja on itsenäinen.,Brings out new views and experiences and is independent.,0,0
1544,Julkista terveydenhuoltoa pyritään tietoisesti ajamaan alas.,There is a conscious effort to drive down public health care.,0,0
1545,Näkemykseni saa jakaa.,My views are allowed to be shared.,0,0
1546,Suomi on jatkuvasti maksaja.. Urpilaisen Kreikka tuesta saakka,Finland is a constant payer.. since Urpilainen's support for Greece,0,0
1547,"Talous ei tarvi kasvaakseen nykyisen kaltaista kulutusyhteiskuntaa, kierrättäminen ja korjaaminen tukevat kasvua siinä missä tuotantokin","The economy does not need a consumer society like the current one to grow, recycling and repair support growth as much as production",0,0
1548,Päin vastoin. Meillä on tilaa.. valtion yrityksiä ja toimistoja pois Helsingistä pohjoisen pieniin kaupunkeihin..,On the contrary. We have space.. state companies and offices away from Helsinki to small towns in the north..,0,0
1549,Mutta kun tulee ongelmia niin apua pitää saada heti,"But when there are problems, you have to get help right away",0,0
1550,Nyt on hallitus joka haluaa ratkaista ongelmat heti,Now there is a government that wants to solve the problems immediately,0,0
1551,Verotuksen porsaanreiät tilkittävä ja harmaan talouden estämiseen satsattava.,Taxation loopholes should be patched and investments should be made to prevent the gray economy.,0,0
1552,Pätevin pitää palkata oli mitä tahansa jalkojen välissä.  HYHÄ ETTÄ TÄSSÄ ON TOTUUS SUKUPUOLIEN MÄÄRÄSTÄ..ELI 2,The most qualified to hire was anything between the legs.  HELLO THAT HERE IS THE TRUTH ABOUT THE NUMBER OF SEXES..IE 2,0,0
1553,Minulle on aivan sama mitä puuhaavat kunhan eivät tyrkytä heidän henkilökohtaisia seksi asioitaan minulle,I don't care what they are up to as long as they don't push their personal sex issues on me,0,0
1554,MUTTA MITEN...??? TYÖSSÄKÄYNTI PITÄÄ OLLA JOKA TAPAUKSESSA HUOMATTAVASTI KANNAVAMPAA KUIN KOTIIN JÄÄMINEN,BUT HOW...??? COMING TO WORK SHOULD BE SIGNIFICANTLY MORE WORTHFUL THAN STAYING AT HOME IN EVERY CASE,0,0
1555,Ja KAUAS,And FAR,0,0
1556,EI ONNISTU NIIN KAUAN KUN VEROTUS ON TÄTÄ LUOKKAA,IT WILL NOT SUCCEED AS LONG AS TAXATION IS IN THIS CATEGORY,0,0
1557,Ei ONNISTU NIIN KAUAN KUN VEROTUS ON TÄTÄ LUOKKAA,WILL NOT SUCCEED AS LONG AS TAXATION IS OF THIS CLASS,0,0
1558,Mutta...!!! Suomen KILPAILUKYKY ROMAHTAA ENTISESTÄÄN,But...!!! Finland's COMPETITIVENESS IS FURTHER COLLAPSING,0,0
1559,Liikaa.. nyt jo liikaa ns ikiopiskelijoita,Too much.. too many so-called perpetual students now,0,0
1560,Ei pystytä lopetttaan kapitalismia ja siirtyä sosialismiin..historia näyttää ettei se ole toiminut ikinä missään,You can't end capitalism and move to socialism.. history shows that it has never worked anywhere,0,0
1561,Edim. Ilomantsissa aika turha opettaa Ruotsia pakolla,"Edim. In Ilomants, it's quite pointless to teach Sweden by force",0,0
1562,Montako sodatonta vuotta on esim USAn historiassa,"How many war-free years are there in the history of the USA, for example",0,0
1563,Valkoposkea metsästys sallittava HETI,White-cheeked hunting allowed IMMEDIATELY,0,0
1564,Pienyrittäjät ovat aika varattomia .. varsinkin alussa..,Small business owners are quite needy... especially at the beginning...,0,0
1565,Seksiä voi myydä kunhan ei sekaannuta lapsiin..,You can sell sex as long as you don't interfere with children..,0,0
1566,Velkaantuminen kasvu pitää katkaista välittömäati,Indebtedness growth must be stopped immediately,0,0
1567,Velkaantuminen pitää katkaista välittömästi..!! Vaikka se karsisi valtiolta  saatavia palveluja .. niitä pystyy tehostaa todella reilusti,Indebtedness must be stopped immediately..!! Even if it cuts the services received from the state... they can be made much more efficient,0,0
1568,Tuottavia yrityksiä ei kannata myydä.. valtion / kunnan  virkamiehiä voi vähentää  rajusti,Productive companies should not be sold.. state/municipal officials can be drastically reduced,0,0
1569,Mutta arvostusta lisää jos hoidat työt hyvin,But appreciation increases if you do the work well,0,0
1570,Lapsilisät kuuluu kaikille.  Sama kun kysyisi Saako köyhät käyttää teitä mitä he eivät ole maksaneet,Child benefits are due to everyone.  It's the same as asking Can the poor use roads they haven't paid for,0,0
1571,Lapsilisät kuuluu kaikille .. sama kun kysyisi Saako vähän veroja maksaneet käyttää asfallttiteitä,Children's allowances belong to everyone .. the same as asking Can those who pay little taxes use asphalt roads,0,0
1572,"Tulevaisuuteen pitäisi uskoa enemmän, sillä se antaa motovaatiota työskennellä hyvän tulevaisuuden eteen.","We should believe in the future more, because it gives motivation to work for a good future.",0,0
1573,SUOMEN PITÄÄ HUOLEHTIA ENSISIJAISESTI SUOMALAISTEN HYVINVOINNISTA.. jos jää yli niin sitten voidaan auttaa Ukrainaa tai EUta,"FINLAND SHOULD PRIORITY TAKE CARE OF THE WELL-BEING OF THE FINNISH.. if there is any left over, then we can help Ukraine or the EU",0,0
1574,Paperittomat pitää ottaa kiinni ja poistaa Suomesta heti,The undocumented must be arrested and removed from Finland immediately,0,0
1575,Suomi menee konkurssiin jos meillä ei ole yrityksiä..,Finland will go bankrupt if we don't have companies..,0,0
1576,Kirjastot nyt jo valitsee ketkä saa käyttää tiloja.. se ei ole tasa-arvoinen nytkään.. esim tapaus Päivi Räsänen..,Libraries now already choose who can use the facilities.. it is not equal even now.. for example the case of Päivi Räsänen..,0,0
1577,Tässä juuri auttaa se että valtion virastoja ja tutkimuslaitoksia ripotellaan koko Suomeen.. Palkatkin on pienempiä  kuin Helsingissä,The fact that government agencies and research institutes are sprinkled all over Finland helps here. The salaries are also lower than in Helsinki.,0,0
1578,"maamme taloudellinen ongelma on se, että meidän on ensin autettava maatamme, kansaamme ja sitten muita","the economic problem of our country is that we must first help our country, our people and then others",0,0
1579,Tässä pitää tukea vähävaraisia perheitä ja yh vanhempia,Here we need to support low-income families and older people,0,0
1580,Suomen pitää taata sananvapaus vaikka joku joskus loukkaatuisikin,Finland must guarantee freedom of speech even if someone is offended,0,0
1581,Suomen pitää itse kaivaa malmit Suomesta,Finland has to dig ores from Finland itself,0,0
1582,Suomen pitää pitää huolta Suomen asioista ensisijaisesti,Finland must take care of Finnish affairs first and foremost,0,0
1583,Työnantaja kyllä tietää mitä he tarvii,The employer knows what they need,0,0
1584,"Maataloutta pitää ehdottomasti tukea ja pitää.muutenkin yllä huoltovarmuutta. Energia, vesi ja maa pitää olla vain suomalaisten omistamaa.","Agriculture must definitely be supported and security of supply maintained. Energy, water and land must only be owned by Finns.",0,0
1585,"Jos pienituloiset ovat ne, joille annetaan tukia ja etuuksia, keneltä sitten pitäisi ottaa?","If low-income people are the ones who are given subsidies and benefits, then who should they take from?",0,0
